Date,Open,High,Low,Close,STMACD,STSIG,swH,swL,reddec,greenasc,crsUp,crsDn
0,8/10/2020 12:20:00 AM,0.004892000,0.004892000,0.004892000,0.004892000,9.28,1.61,NaN,0.004856000,0.004882417,0.004856727,NaN,NaN
1,8/10/2020 12:15:00 AM,0.004898000,0.004898000,0.004892000,0.004894000,8.40,-0.30,NaN,0.004856000,NaN,NaN,NaN,NaN
2,8/10/2020 12:10:00 AM,0.004894000,0.004899000,0.004894000,0.004898000,6.72,-2.48,NaN,0.004856000,NaN,NaN,NaN,NaN
3,8/10/2020 12:05:00 AM,0.004894000,0.004901000,0.004893000,0.004895000,3.61,-4.78,NaN,NaN,NaN,NaN,NaN,NaN
4,8/10/2020 12:00:00 AM,0.004876000,0.004896000,0.004871000,0.004893000,0.27,-6.88,NaN,0.004856000,NaN,0.004854000,NaN,NaN
5,8/9/2020 11:55:00 PM,0.004875000,0.004880000,0.004873000,0.004877000,-3.97,-8.67,NaN,0.004854000,NaN,0.004854000,NaN,NaN
6,8/9/2020 11:50:00 PM,0.004878000,0.004878000,0.004874000,0.004877000,-5.52,-9.84,NaN,0.004854000,NaN,0.004854000,NaN,0.004854000
7,8/9/2020 11:45:00 PM,0.004877000,0.004884000,0.004874000,0.004877000,-7.43,-10.92,NaN,0.004854000,NaN,0.004854000,NaN,0.004854000
8,8/9/2020 11:40:00 PM,0.004856000,0.004878000,0.004856000,0.004877000,-9.76,-11.79,NaN,0.004854000,NaN,0.004854000,NaN,0.004854000
9,8/9/2020 11:35:00 PM,0.004864000,0.004865000,0.004856000,0.004858000,-12.58,-12.30,NaN,NaN,NaN,NaN,NaN,NaN
10,8/9/2020 11:30:00 PM,0.004872000,0.004872000,0.004864000,0.004865000,-11.51,-12.23,NaN,0.004854000,NaN,0.004854000,NaN,NaN
11,8/9/2020 11:25:00 PM,0.004866000,0.004872000,0.004863000,0.004872000,-11.62,-12.41,NaN,0.004854000,NaN,0.004854000,NaN,NaN
12,8/9/2020 11:20:00 PM,0.004871000,0.004872000,0.004866000,0.004866000,-13.26,-12.61,0.004892000,0.004854000,0.004892000,0.004854000,NaN,NaN
13,8/9/2020 11:15:00 PM,0.004864000,0.004871000,0.004864000,0.004871000,-13.74,-12.44,0.004892000,0.004854000,0.004892000,0.004854000,NaN,NaN
14,8/9/2020 11:10:00 PM,0.004862000,0.004865000,0.004862000,0.004865000,-15.33,-12.12,0.004892000,NaN,NaN,NaN,NaN,NaN
15,8/9/2020 11:05:00 PM,0.004861000,0.004864000,0.004860000,0.004862000,-15.36,-11.31,0.004892000,0.004854000,0.004892000,0.004854000,NaN,NaN
16,8/9/2020 11:00:00 PM,0.004865000,0.004868000,0.004860000,0.004861000,-14.93,-10.30,0.004892000,NaN,0.004892000,NaN,0.004892000,NaN
17,8/9/2020 10:55:00 PM,0.004856000,0.004866000,0.004855000,0.004866000,-13.94,-9.14,NaN,NaN,NaN,NaN,NaN,NaN
18,8/9/2020 10:50:00 PM,0.004867000,0.004867000,0.004856000,0.004858000,-13.61,-7.95,0.004892000,NaN,0.004892000,NaN,0.004892000,NaN
19,8/9/2020 10:45:00 PM,0.004863000,0.004867000,0.004859000,0.004867000,-11.16,-6.53,0.004892000,NaN,NaN,NaN,NaN,NaN
20,8/9/2020 10:40:00 PM,0.004868000,0.004869000,0.004854000,0.004861000,-9.94,-5.37,0.004892000,NaN,0.004892000,NaN,0.004892000,NaN
21,8/9/2020 10:35:00 PM,0.004869000,0.004871000,0.004867000,0.004870000,-9.73,-4.23,0.004892000,NaN,0.004892000,NaN,0.004892000,NaN
22,8/9/2020 10:30:00 PM,0.004881000,0.004881000,0.004868000,0.004868000,-7.18,-2.86,NaN,NaN,NaN,NaN,NaN,NaN
23,8/9/2020 10:25:00 PM,0.004885000,0.004886000,0.004880000,0.004886000,-3.73,-1.78,0.004892000,NaN,NaN,NaN,0.004892000,NaN
24,8/9/2020 10:20:00 PM,0.004882000,0.004888000,0.004880000,0.004887000,-4.27,-1.29,0.004897000,NaN,0.004897000,NaN,NaN,NaN
25,8/9/2020 10:15:00 PM,0.004879000,0.004884000,0.004877000,0.004881000,-5.35,-0.55,0.004897000,NaN,0.004897000,NaN,NaN,NaN
26,8/9/2020 10:10:00 PM,0.004882000,0.004883000,0.004879000,0.004879000,-3.89,0.66,0.004897000,NaN,0.004897000,NaN,NaN,NaN
27,8/9/2020 10:05:00 PM,0.004887000,0.004888000,0.004879000,0.004883000,-1.03,1.79,0.004897000,NaN,0.004897000,NaN,NaN,NaN
28,8/9/2020 10:00:00 PM,0.004889000,0.004892000,0.004885000,0.004885000,0.78,2.50,0.004897000,0.004876000,0.004897000,NaN,NaN,NaN
29,8/9/2020 9:55:00 PM,0.004886000,0.004891000,0.004886000,0.004891000,2.15,2.93,NaN,0.004876000,NaN,NaN,NaN,NaN
30,8/9/2020 9:50:00 PM,0.004889000,0.004891000,0.004886000,0.004886000,1.09,3.12,0.004897000,0.004876000,0.004897000,NaN,NaN,NaN
31,8/9/2020 9:45:00 PM,0.004888000,0.004890000,0.004887000,0.004887000,2.04,3.63,0.004897000,0.004876000,0.004897000,NaN,NaN,NaN
32,8/9/2020 9:40:00 PM,0.004887000,0.004891000,0.004887000,0.004887000,2.75,4.03,0.004897000,0.004876000,0.004897000,NaN,NaN,NaN
33,8/9/2020 9:35:00 PM,0.004888000,0.004890000,0.004886000,0.004886000,3.63,4.35,0.004897000,NaN,0.004897000,NaN,NaN,NaN
34,8/9/2020 9:30:00 PM,0.004892000,0.004896000,0.004886000,0.004889000,4.93,4.53,NaN,0.004876000,NaN,NaN,NaN,NaN
35,8/9/2020 9:25:00 PM,0.004890000,0.004893000,0.004889000,0.004893000,4.43,4.43,0.004897000,0.004876000,0.004897000,NaN,NaN,NaN
36,8/9/2020 9:20:00 PM,0.004889000,0.004893000,0.004889000,0.004892000,3.39,NaN,NaN,0.004876000,NaN,NaN,NaN,NaN
37,8/9/2020 9:15:00 PM,0.004889000,0.004894000,0.004888000,0.004891000,2.39,NaN,NaN,0.004876000,NaN,NaN,NaN,NaN
